Code	Scientific	Common	Reverse
6890	'Streptopelia orientalis'	'Oriental Turtle-Dove'	'Streptopelia orientalis'
6891	'Streptopelia (orientalis) meenae'	'Dusky Turtle-Dove'	'Streptopelia'
6900	'Streptopelia senegalensis'	'Laughing Dove'	'Streptopelia senegalensis'
6901	'Streptopelia senegalensis senegalensis'	'NA'	'Streptopelia senegalensis senegalensis'
6902	'Streptopelia senegalensis phoenicophila'	'NA'	'Streptopelia senegalensis phoenicophila'
6910	'Streptopelia chinensis'	'Barred ground dove'	'Streptopelia chinensis'
6919	'Streptopelia sp.'	'Dusky Turtle-Dove'	'Streptopelia'
6920	'Oena capensis'	'Namaqua Dove'	'Oena capensis'
6930	'Chalcophaps indica'	'Asian Emerald Dove'	'Chalcophaps indica'
6940	'Ectopistes migratorius'	'Passenger pigeon'	'Ectopistes migratorius'
6950	'Zenaida macroura'	'Mourning dove'	'Zenaida macroura'
6960	'Zenaida aurita'	'Zenaida Dove'	'Zenaida aurita'
6970	'Zenaida asiatica'	'White-winged dove'	'Zenaida asiatica'
6980	'Columbigallina passerina'	'NA'	'Columbigallina'
6990	'Scardafella squammata'	'NA'	'Scardafella squammata'
7000	'Leptotila verreauxi'	'White-tipped Dove'	'Leptotila verreauxi'
7010	'Geotrygon chrysia'	'Key West Quail-Dove'	'Geotrygon chrysia'
7020	'Geotrygon montana'	'Ruddy Quail-Dove'	'Geotrygon montana'
7030	'Treron waalia'	'Bruce\'s Green Pigeon'	'Treron waalia'
7040	'Treron sphenura'	'NA'	'Treron sphenura'
7050	'Treron sieboldii'	'White-bellied Green Pigeon'	'Treron sieboldii'
7060	'Treron formosae'	'Whistling Green Pigeon'	'Treron formosae'
7070	'Aratinga holochlora'	'Akałii Bikéyahdę́ę́ʼ tsídii yáłtiʼí chʼilgo dootłʼizhígíí'	'Aratinga holochlora'
7080	'Conuropsis carolinensis'	'Carolina parakeet'	'Conuropsis carolinensis'
7090	'Rhynchopsitta pachyrhyncha'	'Thick-billed parrot'	'Rhynchopsitta pachyrhyncha'
7100	'Rhynchopsitta terrisi'	'Maroon-fronted Parrot'	'Rhynchopsitta terrisi'
7110	'Amazona leucocephala'	'Cuban Amazon'	'Amazona leucocephala'
7120	'Psittacula krameri'	'Rose-ringed Parakeet'	'Psittacula krameri'
7130	'Psittacula derbiana'	'Lord Derby\'s Parakeet'	'Psittacula derbiana'
7140	'Psittacula himalayana'	'Slaty-headed parakeet'	'Psittacula himalayana'
7150	'Clamator jacobinus'	'Jacobin Cuckoo'	'Clamator jacobinus'
7160	'Clamator glandarius'	'Great spotted cuckoo'	'Clamator glandarius'
7170	'Hierococcyx fugax'	'Malaysian Hawk-Cuckoo'	'Hierococcyx fugax'
7180	'Hierococcyx sparverioides'	'Large Hawk-Cuckoo'	'Hierococcyx sparverioides'
7190	'Chrysococcyx maculatus'	'Asian Emerald Cuckoo'	'Chrysococcyx maculatus'
7200	'Chrysococcyx caprius'	'Dideric Cuckoo'	'Chrysococcyx caprius'
7210	'Chrysococcyx klaas'	'Klaas\'s Cuckoo'	'Chrysococcyx klaas'
7220	'Cacomantis merulinus'	'Plaintive Cuckoo'	'Cacomantis merulinus'
7230	'Cuculus micropterus'	'Indian Cuckoo'	'Cuculus micropterus'
7240	'Cuculus canorus'	'Common cuckoo'	'Cuculus canorus'
7250	'Cuculus saturatus'	'Himalayan cuckoo'	'Cuculus saturatus'
7260	'Cuculus poliocephalus'	'Lesser Cuckoo'	'Cuculus poliocephalus'
7270	'Coccyzus erythrophthalmus'	'NA'	'Coccyzus erythrophtalmus'
7280	'Coccyzus americanus'	'Yellow-billed Cuckoo'	'Coccyzus americanus'
7290	'Coccyzus minor'	'Mangrove Cuckoo'	'Coccyzus minor'
7300	'Saurothera merlini'	'Arriero'	'Saurothera merlini'
7310	'Crotophaga ani'	'Pink lady\'s slipper'	'Crotophaga ani'
7320	'Crotophaga sulcirostris'	'Groove-billed Ani'	'Crotophaga sulcirostris'
7330	'Geococcyx californianus'	'Greater Roadrunner'	'Geococcyx californianus'
7340	'Centropus senegalensis'	'Coucal du Sénégal'	'Centropus senegalensis'
7350	'Tyto alba'	'Barn Owl (Sao Tome)'	'Tyto alba'
7351	'Tyto alba alba'	'Common Barn Owl'	'Tyto alba alba'
7352	'Tyto alba guttata'	'NA'	'Tyto alba guttata'
7360	'Otus bakkamoena'	'Little Horned Owl'	'Otus bakkamoena'
7370	'Otus sunia'	'Oriental Scops Owl'	'Otus sunia'
7380	'Otus brucei'	'Pallid scops owl'	'Otus brucei'
7390	'Otus scops'	'Eurasian scops owl'	'Otus scops'
7400	'Otus flammeolus'	'flammulated owl'	'Otus flammeolus'
7410	'Otus asio'	'eastern screech owl'	'Otus asio'
7420	'Otus trichopsis'	'whiskered screech owl'	'Otus trichopsis'
7430	'Bubo virginianus'	'Great horned owl'	'Bubo virginianus'
7440	'Bubo bubo'	'Eagle owl'	'Bubo bubo'
7450	'Bubo africanus'	'Spotted Eagle-Owl'	'Bubo africanus'
7460	'Ketupa blakistoni'	'Blakiston\'s fish owl'	'Ketupa blakistoni'
7470	'Ketupa zeylonensis'	'Brown Fish-Owl'	'Ketupa zeylonensis'
7480	'Ketupa flavipes'	'Tawny Fish Owl'	'Ketupa flavipes'
7490	'Nyctea scandiaca'	'snowy owl'	'Nyctea scandiaca'
7500	'Surnia ulula'	'Northern hawk owl'	'Surnia ulula'
7510	'Glaucidium passerinum'	'Eurasian pygmy owl'	'Glaucidium passerinum'
7520	'Glaucidium gnoma'	'Mountain Pygmy Owl'	'Glaucidium gnoma'
7530	'Glaucidium brasilianum'	'Ferruginous Pygmy-Owl'	'Glaucidium brasilianum'
7540	'Glaucidium brodiei'	'Collared Owlet'	'Glaucidium brodiei'
7550	'Micrathene whitneyi'	'Elf Owl'	'Micrathene whitneyi'
7560	'Ninox scutulata'	'Brown Hawk-Owl'	'Ninox scutulata'
7570	'Athene noctua'	'Little owl'	'Athene noctua'
7580	'Athene brama'	'Spotted owlet'	'Athene brama'
7590	'Athene cunicularia'	'Burrowing Owl'	'Athene cunicularia'
7600	'Strix leptogrammica'	'Brown Wood Owl'	'Strix leptogrammica'
7610	'Strix aluco'	'Tawny owl'	'Strix aluco'
7620	'Strix butleri'	'Chouette de Butler'	'Strix butleri'
7630	'Strix varia'	'Barred owl'	'Strix varia'
7640	'Strix occidentalis'	'Spotted Owl'	'Strix occidentalis'
7650	'Strix uralensis'	'Ural owl'	'Strix uralensis'
7660	'Strix nebulosa'	'Great grey owl'	'Strix nebulosa'
7669	'Strix sp.'	'Huhurez'	'Strix'
7670	'Asio otus'	'Long-eared Owl'	'Asio otus'
7680	'Asio flammeus'	'Short-eared Owl'	'Asio flammeus'
7690	'Asio capensis'	'Marsh Owl'	'Asio capensis'
7700	'Aegolius funereus'	'Boreal owl'	'Aegolius funereus'
7710	'Aegolius acadicus'	'Northern Saw-whet Owl'	'Aegolius acadicus'
7719	'Strigidae'	'Eigentliche Eulen'	'Strigidae'
7720	'Caprimulgus inornatus'	'Plain Nightjar'	'Caprimulgus inornatus'
7730	'Caprimulgus nubicus'	'Nubian nightjar'	'Caprimulgus nubicus'
7740	'Caprimulgus centralasicus'	'Vaurie\'s Nightjar'	'Caprimulgus centralasicus'
7750	'Caprimulgus mahrattensis'	'Sykes\'s Nightjar'	'Caprimulgus mahrattensis'
7760	'Caprimulgus asiaticus'	'Indian Nightjar'	'Caprimulgus asiaticus'
7770	'Caprimulgus indicus'	'Jungle Nightjar'	'Caprimulgus indicus'
7780	'Caprimulgus europaeus'	'Eurasian nightjar'	'Caprimulgus europaeus'
7790	'Caprimulgus ruficollis'	'Red-necked Nightjar'	'Caprimulgus ruficollis'
7800	'Caprimulgus eximius'	'Golden Nightjar'	'Caprimulgus eximius'
7810	'Caprimulgus aegyptius'	'Egyptian Nightjar'	'Caprimulgus aegyptius'
7820	'Caprimulgus carolinensis'	'Chuck-will\'s widow'	'Caprimulgus carolinensis'
7830	'Caprimulgus vociferus'	'Jungle Nightjar'	'Caprimulgus'
7839	'Caprimulgus spp.'	'Jungle Nightjar'	'Caprimulgus'
7840	'Phalaenoptilus nuttallii'	'Common poorwill'	'Phalaenoptilus nuttallii'
7850	'Nyctidromus albicollis'	'Common Pauraque'	'Nyctidromus albicollis'
7860	'Chordeiles minor'	'Common nighthawk'	'Chordeiles minor'
7870	'Chordeiles acutipennis'	'Lesser Nighthawk'	'Chordeiles acutipennis'
7880	'Cypseloides niger'	'Black Swift'	'Cypseloides niger'
7890	'Collocalia brevirostris'	'Kolokalio'	'Collocalia'
7900	'Chaetura pelagica'	'Chiimney swift'	'Chaetura pelagica'
7910	'Chaetura vauxi'	'Vaux\'s Swift'	'Chaetura vauxi'
7920	'Hirundapus caudacutus'	'White-throated Needletail'	'Hirundapus caudacutus'
7930	'Apus alexandri'	'Cape Verde Swift'	'Apus alexandri'
7940	'Apus unicolor'	'Plain swift'	'Apus unicolor'
7950	'Apus apus'	'Common swift'	'Apus apus'
7960	'Apus pallidus'	'Pallid Swift'	'Apus pallidus'
7970	'Apus pacificus'	'Pacific Swift'	'Apus pacificus'
7980	'Apus melba'	'Alpine swift'	'Apus melba'
7990	'Apus caffer'	'White-rumped Swift'	'Apus caffer'
8000	'Apus affinis'	'Little Swift'	'Apus affinis'
8009	'Apus spp.'	'Common swift'	'Apus'
8010	'Aeronautes saxatilis'	'White-throated Swift'	'Aeronautes saxatalis'
8020	'Cypsiurus parvus'	'African Palm-Swift'	'Cypsiurus parvus'
8030	'Chlorostilbon ricordii'	'Cuban Emerald'	'Chlorostilbon ricordii'
8040	'Cynanthus latirostris'	'Broad-billed Hummingbird'	'Cynanthus latirostris'
8050	'Hylocharis xantusii'	'Xantus\'s hummingbird'	'Hylocharis xantusii'
8060	'Hylocharis leucotis'	'White-eared Hummingbird'	'Hylocharis leucotis'
8070	'Amazilia beryllina'	'Berylline Hummingbird'	'Amazilia beryllina'
8080	'Amazilia yucatanensis'	'Buff-bellied Hummingbird'	'Amazilia yucatanensis'
8090	'Amazilia tzacatl'	'Rufous-tailed Hummingbird'	'Amazilia tzacatl'
8100	'Amazilia violiceps'	'Violet-crowned Hummingbird'	'Amazilia violiceps'
8110	'Lampornis clemenciae'	'Blue-throated hummingbird'	'Lampornis clemenciae'
8120	'Eugenes fulgens'	'Rivoli\'s Hummingbird'	'Eugenes fulgens'
8130	'Calliphlox evelynae'	'Bahama Woodstar'	'Calliphlox evelynae'
8140	'Calothorax lucifer'	'Lucifer Sheartail'	'Calothorax lucifer'
8150	'Archilochus colubris'	'Ruby-throated hummingbird'	'Archilochus colubris'
8160	'Archilochus alexandri'	'Black-chinned Hummingbird'	'Archilochus alexandri'
8170	'Archilochus costae'	'Rubiinikurkkukolibrit'	'Archilochus'
8180	'Archilochus anna'	'Rubiinikurkkukolibrit'	'Archilochus'
8190	'Stellula calliope'	'Calliope Hummingbird'	'Stellula calliope'
8200	'Atthis heloisa'	'Bumblebee Hummingbird'	'Atthis heloisa'
8210	'Selasphorus platycercus'	'Broad-tailed Hummingbird'	'Selasphorus platycercus'
8220	'Selasphorus rufus'	'Rufous hummingbird'	'Selasphorus rufus'
8230	'Selasphorus sasin'	'Allen\'s Hummingbird'	'Selasphorus sasin'
8240	'Trogon mexicanus'	'Mountain Trogon'	'Trogon mexicanus'
8250	'Trogon elegans'	'Elegant Trogon'	'Trogon elegans'
8260	'Halcyon coromanda'	'Ruddy Kingfisher'	'Halcyon coromanda'
8270	'Halcyon smyrnensis'	'Smyrna kingfisher'	'Halcyon smyrnensis'
8280	'Halcyon pileata'	'Black-capped Kingfisher'	'Halcyon pileata'
8290	'Halcyon leucocephala'	'Gray-headed Kingfisher'	'Halcyon leucocephala'
8300	'Halcyon miyakoensis'	'Alciono'	'Halcyon'
8310	'Alcedo atthis'	'Common kingfisher'	'Alcedo atthis'
8320	'Chloroceryle americana'	'Green Kingfisher'	'Chloroceryle americana'
8330	'Ceryle rudis'	'Pied Kingfisher'	'Ceryle rudis'
8340	'Ceryle alcyon'	'Martín pescador, martín pescador norteño'	'Ceryle alcyon'
8350	'Ceryle torquata'	'Martín pescador, martín pescador collarejo'	'Ceryle torquata'
8360	'Ceryle lugubris'	'Pied Kingfisher'	'Ceryle'
8370	'Merops albicollis'	'White-throated Bee-eater'	'Merops albicollis'
8380	'Merops orientalis'	'Green Bee-eater'	'Merops orientalis'
8390	'Merops superciliosus'	'Madagascar Bee-eater'	'Merops superciliosus'
8391	'Merops superciliosus superciliosus'	'NA'	'Merops superciliosus superciliosus'
8392	'Merops superciliosus chrysocercus'	'Madagascar Bee-eater'	'Merops superciliosus'
8393	'Merops superciliosus persicus'	'Madagascar Bee-eater'	'Merops superciliosus'
8400	'Merops apiaster'	'European bee-eater'	'Merops apiaster'
8410	'Coracias garrulus'	'European roller'	'Coracias garrulus'
8420	'Coracias abyssinicus'	'Abyssinian Roller'	'Coracias abyssinicus'
8430	'Coracias benghalensis'	'Indian Roller'	'Coracias benghalensis'
8440	'Eurystomus glaucurus'	'Broad-billed Roller'	'Eurystomus glaucurus'
8450	'Eurystomus orientalis'	'Dollarbird'	'Eurystomus orientalis'
8460	'Upupa epops'	'Eurasian hoopoe'	'Upupa epops'
8461	'Upupa epops epops'	'Eurasian Hoopoe'	'Upupa epops epops'
8462	'Upupa epops ceylonensis'	'NA'	'Upupa epops ceylonensis'
8463	'Upupa epops longirostris'	'NA'	'Upupa epops longirostris'
8464	'Upupa epops major'	'NA'	'Upupa epops major'
8465	'Upupa epops senegalensis'	'NA'	'Upupa epops senegalensis'
8466	'Upupa epops waibeli'	'NA'	'Upupa epops waibeli'
8467	'Upupa epops africana'	'NA'	'Upupa epops africana'
8468	'Upupa epops marginata'	'Copog Madagasgar'	'Upupa epops marginata'
8470	'Tockus nasutus'	'NA'	'Tockus nasutus'
8480	'Jynx torquilla'	'Eurasian Wryneck'	'Jynx torquilla'
8481	'Jynx torquilla torquilla'	'NA'	'Jynx torquilla torquilla'
8482	'Jynx torquilla tschusii'	'NA'	'Jynx torquilla tschusii'
8483	'Jynx torquilla sarudnyi'	'NA'	'Jynx torquilla sarudnyi'
8484	'Jynx torquilla chinensis'	'NA'	'Jynx torquilla chinensis'
8485	'Jynx torquilla himalayana'	'NA'	'Jynx torquilla himalayana'
8486	'Jynx torquilla mauretanica'	'NA'	'Jynx torquilla mauretanica'
8490	'Picumnus innominatus'	'Speckled Piculet'	'Picumnus innominatus'
8500	'Colaptes auratus'	'Northern flicker'	'Colaptes auratus'
8510	'Colaptes cafer'	'NA'	'Colaptes cafer'
8520	'Colaptes chrysoides'	'gilded flicker'	'Colaptes chrysoides'
8530	'Picus chlorolophus'	'Lesser Yellownape'	'Picus chlorolophus'
8540	'Picus flavinucha'	'NA'	'Picus flavinucha'
8550	'Picus canus'	'Grey-faced woodpecker'	'Picus canus'
8560	'Picus viridis'	'Eurasian green woodpecker'	'Picus viridis'
8561	'Picus viridis viridis'	'NA'	'Picus viridis viridis'
8562	'Picus viridis sharpei'	'NA'	'Picus viridis sharpei'
8570	'Picus vaillantii'	'Levaillant\'s Woodpecker'	'Picus vaillantii'
8580	'Picus awokera'	'Japanese Green Woodpecker'	'Picus awokera'
8590	'Picus squamatus'	'Scaly-bellied woodpecker'	'Picus squamatus'
8600	'Sapheopipo noguchii'	'Okinawa Woodpecker'	'Sapheopipo noguchii'
8610	'Dinopium benghalense'	'Black-rumped Flameback'	'Dinopium benghalense'
8620	'Dryocopus pileatus'	'Pileated Woodpecker'	'Dryocopus pileatus'
8630	'Dryocopus martius'	'Black woodpecker'	'Dryocopus martius'
8640	'Dryocopus javensis'	'White-bellied Woodpecker'	'Dryocopus javensis'
8650	'Centurus carolinus'	'NA'	'Centurus carolinus'
8660	'Centurus aurifrons'	'NA'	'Centurus aurifrons'
8670	'Centurus uropygialis'	'NA'	'Centurus uropygialis'
8680	'Centurus superciliaris'	'NA'	'Centurus'
8690	'Melanerpes erythrocephalus'	'Red-headed Woodpecker'	'Melanerpes erythrocephalus'
8700	'Melanerpes formicivorus'	'Acorn Woodpecker'	'Melanerpes formicivorus'
8710	'Asyndesmus lewis'	'NA'	'Asyndesmus lewis'
8720	'Sphyrapicus varius'	'Yellow-bellied sapsucker'	'Sphyrapicus varius'
8730	'Sphyrapicus nuchalis'	'Red-naped Sapsucker'	'Sphyrapicus nuchalis'
8740	'Sphyrapicus ruber'	'Red-breasted Sapsucker'	'Sphyrapicus ruber'
8750	'Sphyrapicus thyroideus'	'Williamson\'s Sapsucker'	'Sphyrapicus thyroideus'
8760	'Dendrocopos major'	'Great Spotted Woodpecker'	'Dendrocopos major'
8761	'Dendrocopos major major'	'NA'	'Dendrocopos major major'
8770	'Dendrocopos leucopterus'	'White-winged woodpecker'	'Dendrocopos leucopterus'
8780	'Dendrocopos syriacus'	'Syrian Woodpecker'	'Dendrocopos syriacus'
8790	'Dendrocopos assimilis'	'Sind Woodpecker'	'Dendrocopos assimilis'
8800	'Dendrocopos himalayensis'	'Himalayan Woodpecker'	'Dendrocopos himalayensis'
8810	'Dendrocopos darjellensis'	'Darjeeling Woodpecker'	'Dendrocopos darjellensis'
8820	'Dendrocopos cathpharius'	'NA'	'Dendrocopos cathpharius'
8830	'Dendrocopos medius'	'Middle spotted woodpecker'	'Dendrocopos medius'
8840	'Dendrocopos leucotos'	'White-backed woodpecker'	'Dendrocopos leucotos'
8850	'Dendrocopos hyperythrus'	'Rufous-bellied Woodpecker'	'Dendrocopos hyperythrus'
8860	'Dendrocopos auriceps'	'Brown-fronted woodpecker'	'Dendrocopos auriceps'
8870	'Dendrocopos minor'	'Lesser spotted woodpecker'	'Dendrocopos minor'
8880	'Dendrocopos canicapillus'	'Gray-capped Woodpecker'	'Dendrocopos canicapillus'
8890	'Dendrocopos kizuki'	'NA'	'Dendrocopos kizuki'
8900	'Dendrocopos dorae'	'Arabian woodpecker'	'Dendrocopos dorae'
8910	'Dendrocopos scalaris'	'NA'	'Dendrocopos scalaris'
8920	'Dendrocopos nuttallii'	'NA'	'Dendrocopos nuttallii'
8930	'Dendrocopos pubescens'	'NA'	'Dendrocopos pubescens'
8940	'Dendrocopos borealis'	'NA'	'Dendrocopos borealis'
8950	'Dendrocopos arizonae'	'NA'	'Dendrocopos arizonae'
8960	'Dendrocopos villosus'	'NA'	'Dendrocopos villosus'
8970	'Dendrocopos albolarvatus'	'NA'	'Dendrocopos albolarvatus'
8979	'Dendrocopos sp.'	'Asnegnag'	'Dendrocopos'
8980	'Dendrocopos tridactylus'	'Asnegnag'	'Dendrocopos'
8990	'Dendrocopos arcticus'	'Asnegnag'	'Dendrocopos'
9000	'Campephilus principalis'	'Ivory-billed Woodpecker'	'Campephilus principalis'
9010	'Campephilus imperialis'	'Imperial Woodpecker'	'Campephilus imperialis'
9020	'Xiphorhynchus flavigaster'	'Ivory-billed Woodcreeper'	'Xiphorhynchus flavigaster'
9030	'Lepidocolaptes leucogaster'	'White-striped Woodcreeper'	'Lepidocolaptes leucogaster'
9040	'Pachyramphus aglaiae'	'Rose-throated Becard'	'Pachyramphus aglaiae'
9050	'Tityra semifasciata'	'Masked Tityra'	'Tityra semifasciata'
9060	'Myiopagis viridicata'	'Elainia verdosa'	'Myiopagis viridicata'
9070	'Elaenia martinica'	'Caribbean Elaenia'	'Elaenia martinica'
9080	'Camptostoma imberbe'	'Mosquerito chillón'	'Camptostoma imberbe'
9090	'Sayornis phoebe'	'Eastern Phoebe'	'Sayornis phoebe'
9100	'Sayornis nigricans'	'Black Phoebe'	'Sayornis nigricans'
9110	'Sayornis saya'	'Say\'s Phoebe'	'Sayornis saya'
9120	'Pyrocephalus rubinus'	'Moucherolle Rubin'	'Pyrocephalus rubinus'
9130	'Empidonax flaviventris'	'Yellow-bellied flycatcher'	'Empidonax flaviventris'
9140	'Empidonax virescens'	'Acadian flycatcher'	'Empidonax virescens'
9150	'Empidonax minimus'	'Least flycatcher'	'Empidonax minimus'
9160	'Empidonax hammondii'	'Hammond\'s Flycatcher'	'Empidonax hammondii'
9170	'Empidonax oberholseri'	'Dusky Flycatcher'	'Empidonax oberholseri'
9180	'Empidonax wrightii'	'Gray Flycatcher'	'Empidonax wrightii'
9190	'Empidonax affinis'	'Pine Flycatcher'	'Empidonax affinis'
9200	'Empidonax difficilis'	'Pacific-slope Flycatcher'	'Empidonax difficilis'
9210	'Empidonax albigularis'	'Mosquerito gargantiblanco'	'Empidonax albigularis'
9220	'Empidonax traillii'	'Willow Flycatcher'	'Empidonax traillii'
9230	'Empidonax alnorum'	'Alder Flycatcher'	'Empidonax alnorum'
9240	'Empidonax fulvifrons'	'Buff-breasted Flycatcher'	'Empidonax fulvifrons'
9250	'Xenotriccus mexicanus'	'Pileated Flycatcher'	'Xenotriccus mexicanus'
9260	'Mitrephanes phaeocercus'	'Tufted Flycatcher'	'Mitrephanes phaeocercus'
9270	'Contopus caribaeus'	'Cuban Pewee'	'Contopus caribaeus'
9280	'Contopus pertinax'	'Greater Pewee'	'Contopus pertinax'
9290	'Contopus sordidulus'	'Western Wood-Pewee'	'Contopus sordidulus'
9300	'Contopus virens'	'Eastern Wood-Pewee'	'Contopus virens'
9310	'Contopus borealis'	'NA'	'Contopus borealis'
9320	'Myiarchus tuberculifer'	'Dusky-capped Flycatcher'	'Myiarchus tuberculifer'
9330	'Myiarchus nuttingi'	'Copetón de Nutting'	'Myiarchus nuttingi'
9340	'Myiarchus cinerascens'	'Ash-throated Flycatcher'	'Myiarchus cinerascens'
9350	'Myiarchus stolidus'	'Stolid Flycatcher'	'Myiarchus stolidus'
9360	'Myiarchus tyrannulus'	'Brown-crested Flycatcher'	'Myiarchus tyrannulus'
9370	'Myiarchus crinitus'	'Great Crested Flycatcher'	'Myiarchus crinitus'
9380	'Myiodynastes luteiventris'	'Pecho amarillo, mosquero vientriazufrado'	'Myiodynastes luteiventris'
9390	'Myiozetetes similis'	'Social Flycatcher'	'Myiozetetes similis'
9400	'Pitangus sulphuratus'	'Great kiskadee'	'Pitangus sulphuratus'
9410	'Tyrannus vociferans'	'Cassin\'s Kingbird'	'Tyrannus vociferans'
